Or1,Or2,Pyr1,Pyr2,Rad1,Rad2,LM1,LM2,Mol1,Mol2,GC1,GC2,Hil1,Hil2,LB1,LB2,CA3sr1,CA3sr2,CA3sp1,CA3sp2,MEC31,MEC32,MEC21,MEC22,MEC11,MEC12,LEC31,LEC32,LEC21,LEC22,LEC11,LEC12
1,8,9,17,18,27,28,34,35,41,42,46,47,57,58,62,63,70,71,77,78,92,93,113,114,132,133,156,157,175,176,189
